Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45725540,03/01/2020 12:42:07 AM,,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,10027,WEST  121 STREET,WEST  121 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,,,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,03/01/2020 06:17:17 AM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
45723268,03/01/2020 12:42:17 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,565 WEST  139 STREET,WEST  139 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,,NEW YORK,WEST  139 STREET,,In Progress,,,,09 MANHATTAN,1020710005,MANHATTAN,997394,238887,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.822355449049454,-73.95250963248594,"(40.822355449049454, -73.95250963248594)"
45725591,03/01/2020 12:42:26 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,1 BLEECKER STREET,BLEECKER STREET,BOWERY,ELIZABETH STREET,BOWERY,ELIZABETH STREET,,NEW YORK,BLEECKER STREET,,In Progress,,,,02 MANHATTAN,1005297505,MANHATTAN,986359,203519,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.725289092904454,-73.9923911064088,"(40.725289092904454, -73.9923911064088)"
45723242,03/01/2020 12:42:27 AM,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11419,132-12 97 AVENUE,97 AVENUE,132 STREET,133 STREET,132 STREET,133 STREET,,SOUTH RICHMOND HILL,97 AVENUE,,In Progress,,,,09 QUEENS,4094800006,QUEENS,1035340,192263,ONLINE,Unspecified,QUEENS,,,,,,,,40.69424682550855,-73.81576212992317,"(40.69424682550855, -73.81576212992317)"
45727133,03/01/2020 12:42:38 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11385,78-27 62 STREET,62 STREET,78 AVENUE,80 AVENUE,78 AVENUE,80 AVENUE,,RIDGEWOOD,62 STREET,,In Progress,,,,05 QUEENS,,QUEENS,1014062,193119,PHONE,Unspecified,QUEENS,,,,,,,,40.696693601503114,-73.8924897576328,"(40.696693601503114, -73.8924897576328)"
45727059,03/01/2020 12:43:06 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11103,40-08 30 AVENUE,30 AVENUE,NEWTOWN ROAD,41 STREET,NEWTOWN ROAD,41 STREET,,ASTORIA,30 AVENUE,,In Progress,,,,01 QUEENS,4006810114,QUEENS,1007888,217535,MOBILE,Unspecified,QUEENS,,,,,,,,40.76372815630861,-73.91466910509865,"(40.76372815630861, -73.91466910509865)"
45724680,03/01/2020 12:43:11 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11413,145-53 221 STREET,221 STREET,145 ROAD,146 AVENUE,145 ROAD,146 AVENUE,,SPRINGFIELD GARDENS,221 STREET,,In Progress,,,,13 QUEENS,4134690031,QUEENS,1051330,180773,PHONE,Unspecified,QUEENS,,,,,,,,40.66260274191094,-73.75821452113915,"(40.66260274191094, -73.75821452113915)"
45724039,03/01/2020 12:43:14 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10012,1 BLEECKER STREET,BLEECKER STREET,BOWERY,ELIZABETH STREET,BOWERY,ELIZABETH STREET,,NEW YORK,BLEECKER STREET,,In Progress,,,,02 MANHATTAN,1005297505,MANHATTAN,986359,203519,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.725289092904454,-73.9923911064088,"(40.725289092904454, -73.9923911064088)"
45726261,03/01/2020 12:43:35 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,10009,124 AVENUE C,AVENUE C,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,,NEW YORK,AVENUE C,,In Progress,,,,03 MANHATTAN,1003770008,MANHATTAN,990218,203269,ONLINE,Unspecified,MANHATTAN,,,"124 AVENUE C, MANHATTAN (NEW YORK), NY, 10009",,,,,40.72460114181704,-73.97846874889112,"(40.72460114181704, -73.97846874889112)"
45725513,03/01/2020 12:44:18 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,32-42 91 STREET,91 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,,EAST ELMHURST,91 STREET,,In Progress,,,,03 QUEENS,4014200001,QUEENS,1018265,215317,PHONE,Unspecified,QUEENS,,,,,,,,40.75760648602452,-73.8772204024101,"(40.75760648602452, -73.8772204024101)"
45724985,03/01/2020 12:44:24 AM,03/01/2020 01:21:55 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,181 LOGAN STREET,LOGAN STREET,RIDGEWOOD AVENUE,FORCE TUBE AVENUE,RIDGEWOOD AVENUE,FORCE TUBE AVENUE,,BROOKLYN,LOGAN STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/01/2020 06:22:00 AM,05 BROOKLYN,3041260005,BROOKLYN,1018085,187993,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68260945774689,-73.87800747895292,"(40.68260945774689, -73.87800747895292)"
45721826,03/01/2020 12:44:37 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,44-19 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   44 STREET,BEACH   45 STREET,BEACH   44 STREET,BEACH   45 STREET,,FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,,In Progress,,,,14 QUEENS,4158537501,QUEENS,1046538,155640,MOBILE,Unspecified,QUEENS,,,,,,,,40.59365318642437,-73.77571883759819,"(40.59365318642437, -73.77571883759819)"
45726341,03/01/2020 12:44:46 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10031,305 CONVENT AVENUE,CONVENT AVENUE,WEST  142 STREET,WEST  143 STREET,WEST  142 STREET,WEST  143 STREET,,NEW YORK,CONVENT AVENUE,,In Progress,,,,09 MANHATTAN,1020500015,MANHATTAN,998824,239159,PHONE,Unspecified,MANHATTAN,,,,,,,,40.823099768253336,-73.94734233371373,"(40.823099768253336, -73.94734233371373)"
45724385,03/01/2020 12:44:47 AM,03/01/2020 01:51:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,425 WEST   18 STREET,WEST   18 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,,NEW YORK,WEST   18 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:51:22 AM,04 MANHATTAN,1007167506,MANHATTAN,982938,210322,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74396180589385,-74.00473478724814,"(40.74396180589385, -74.00473478724814)"
45727005,03/01/2020 12:45:21 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11208,423 ESSEX STREET,ESSEX STREET,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,,BROOKLYN,ESSEX STREET,,In Progress,,,,05 BROOKLYN,3040200007,BROOKLYN,1017101,184671,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67349503400128,-73.88157149221236,"(40.67349503400128, -73.88157149221236)"
45724802,03/01/2020 12:45:53 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,22 HURON PLACE,HURON PLACE,METROPOLITAN AVENUE,CITY BOULEVARD,METROPOLITAN AVENUE,CITY BOULEVARD,,STATEN ISLAND,HURON PLACE,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,03/01/2020 06:03:10 AM,01 STATEN ISLAND,5002620030,STATEN ISLAND,955495,168337,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62867604031953,-74.10359272433948,"(40.62867604031953, -74.10359272433948)"
45724807,03/01/2020 12:45:55 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11239,135 ELMIRA LOOP,ELMIRA LOOP,SCHROEDERS AVENUE,BEND,SCHROEDERS AVENUE,BEND,,BROOKLYN,ELMIRA LOOP,,In Progress,,,,05 BROOKLYN,3044520085,BROOKLYN,1017337,175737,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64897231926673,-73.88076454835067,"(40.64897231926673, -73.88076454835067)"
45726314,03/01/2020 12:46:11 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,10451,930 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,,BRONX,SHERIDAN AVENUE,,In Progress,,,,04 BRONX,2024540019,BRONX,1006290,240874,PHONE,Unspecified,BRONX,,,,,,,,40.827791479822565,-73.9203611302137,"(40.827791479822565, -73.9203611302137)"
45724085,03/01/2020 12:46:22 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1234 STRATFORD AVENUE,STRATFORD AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,,BRONX,STRATFORD AVENUE,,In Progress,,,,09 BRONX,2037770015,BRONX,1018644,241759,ONLINE,Unspecified,BRONX,,,,,,,,40.83018108184639,-73.87571695998837,"(40.83018108184639, -73.87571695998837)"
45722590,03/01/2020 12:46:37 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,44-19 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   44 STREET,BEACH   45 STREET,BEACH   44 STREET,BEACH   45 STREET,,FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,,In Progress,,,,14 QUEENS,4158537501,QUEENS,1046538,155640,ONLINE,Unspecified,QUEENS,,,,,,,,40.59365318642437,-73.77571883759819,"(40.59365318642437, -73.77571883759819)"
45723326,03/01/2020 12:47:09 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10032,650 WEST  160 STREET,WEST  160 STREET,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,FT WASHINGTON AVENUE,RIVERSIDE DRIVE,,NEW YORK,WEST  160 STREET,,In Progress,,,,12 MANHATTAN,1021360045,MANHATTAN,999349,244123,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83672364179343,-73.94543427185998,"(40.83672364179343, -73.94543427185998)"
45727115,03/01/2020 12:47:22 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,237 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,NEW YORK,WEST  127 STREET,,In Progress,,,,10 MANHATTAN,1019330001,MANHATTAN,998499,234668,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8107737656108,-73.94852613371023,"(40.8107737656108, -73.94852613371023)"
45724075,03/01/2020 12:47:30 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10314,247 WESTWOOD AVENUE,WESTWOOD AVENUE,LA GUARDIA AVENUE,FRANKLIN PLACE,LA GUARDIA AVENUE,FRANKLIN PLACE,,STATEN ISLAND,WESTWOOD AVENUE,,In Progress,,,,02 STATEN ISLAND,5007060001,STATEN ISLAND,951325,160293,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.60658243248166,-74.11857631561993,"(40.60658243248166, -74.11857631561993)"
45726320,03/01/2020 12:47:35 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,397 EAST   49 STREET,EAST   49 STREET,LINDEN BOULEVARD,CHURCH AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,,BROOKLYN,EAST   49 STREET,,In Progress,,,,17 BROOKLYN,3046750045,BROOKLYN,1003271,176958,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65236507981796,-73.93145064851522,"(40.65236507981796, -73.93145064851522)"
45722593,03/01/2020 12:47:47 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,1254 OVINGTON AVENUE,OVINGTON AVENUE,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,,BROOKLYN,OVINGTON AVENUE,,In Progress,,,,10 BROOKLYN,3057740025,BROOKLYN,983005,166885,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62473718721837,-74.00448496958771,"(40.62473718721837, -74.00448496958771)"
45723233,03/01/2020 12:48:23 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,32-42 91 STREET,91 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,,EAST ELMHURST,91 STREET,,In Progress,,,,03 QUEENS,4014200001,QUEENS,1018265,215317,PHONE,Unspecified,QUEENS,,,,,,,,40.75760648602452,-73.8772204024101,"(40.75760648602452, -73.8772204024101)"
45723206,03/01/2020 12:48:45 AM,,DOT,Department of Transportation,Bus Stop Shelter Placement,New Bus Stop Shelter Placement,Bus Stop Shelter,11365,69-35 164 STREET,164 STREET,69 AVENUE,JEWEL AVENUE,69 AVENUE,JEWEL AVENUE,,FRESH MEADOWS,164 STREET,,In Progress,,,,08 QUEENS,4069310033,QUEENS,1038291,206229,ONLINE,Unspecified,QUEENS,,,,,,,,40.732562541675506,-73.80500832582565,"(40.732562541675506, -73.80500832582565)"
45724788,03/01/2020 12:48:59 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377,41-15 50 STREET,50 STREET,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,,WOODSIDE,50 STREET,,In Progress,,,,02 QUEENS,4001310013,QUEENS,1007984,211030,ONLINE,Unspecified,QUEENS,,,,,,,,40.745873336423095,-73.9143455162162,"(40.745873336423095, -73.9143455162162)"
45726342,03/01/2020 12:49:03 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10031,502 WEST  135 STREET,WEST  135 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST  135 STREET,,In Progress,,,,09 MANHATTAN,1019880037,MANHATTAN,997353,237709,PHONE,Unspecified,MANHATTAN,,,,,,,,40.819122232945965,-73.95266006904714,"(40.819122232945965, -73.95266006904714)"
45726397,03/01/2020 12:49:49 AM,,NYPD,New York City Police Department,Homeless Street Condition,N/A,Store/Commercial,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,,NEW YORK,BROAD STREET,,In Progress,,,,01 MANHATTAN,1000250001,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70518888558303,-74.01150547744486,"(40.70518888558303, -74.01150547744486)"
45723264,03/01/2020 12:49:49 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459,941 HOE AVENUE,HOE AVENUE,EAST  163 STREET,ALDUS STREET,EAST  163 STREET,ALDUS STREET,,BRONX,HOE AVENUE,,In Progress,,,,02 BRONX,2027427501,BRONX,1014605,238750,PHONE,Unspecified,BRONX,,,,,,,,40.82193704510607,-73.89032552130838,"(40.82193704510607, -73.89032552130838)"
45724041,03/01/2020 12:50:15 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11234,3622 QUENTIN ROAD,QUENTIN ROAD,EAST   36 STREET,EAST   37 STREET,EAST   36 STREET,EAST   37 STREET,,BROOKLYN,QUENTIN ROAD,,In Progress,,,,18 BROOKLYN,3077190051,BROOKLYN,1001861,163265,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61478362623815,-73.93656784825214,"(40.61478362623815, -73.93656784825214)"
45727110,03/01/2020 12:50:26 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,134 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  141 STREET,BRADHURST AVENUE,WEST  141 STREET,BRADHURST AVENUE,,NEW YORK,EDGECOMBE AVENUE,,In Progress,,,,10 MANHATTAN,1020430004,MANHATTAN,999494,238436,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82111420730099,-73.94492318386848,"(40.82111420730099, -73.94492318386848)"
45723285,03/01/2020 12:50:46 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,40 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,,NEW YORK,THAYER STREET,,In Progress,,,,12 MANHATTAN,1021740211,MANHATTAN,1004578,253541,PHONE,Unspecified,MANHATTAN,,,,,,,,40.86256276936047,-73.92650883171258,"(40.86256276936047, -73.92650883171258)"
45727140,03/01/2020 12:50:50 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10301,5 PENBROKE AVENUE,PENBROKE AVENUE,DEAD END,NORTH RANDALL AVENUE,DEAD END,NORTH RANDALL AVENUE,,STATEN ISLAND,PENBROKE AVENUE,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,03/01/2020 06:07:30 AM,01 STATEN ISLAND,5001010809,STATEN ISLAND,956660,170878,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63565424786791,-74.09940608884862,"(40.63565424786791, -74.09940608884862)"
45725458,03/01/2020 12:50:56 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,,11419,97-54 108 STREET,108 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,,SOUTH RICHMOND HILL,108 STREET,,In Progress,,,,09 QUEENS,4094090029,QUEENS,1029671,190214,PHONE,Unspecified,QUEENS,,,,,,,,40.6886537139201,-73.83621912185839,"(40.6886537139201, -73.83621912185839)"
45722584,03/01/2020 12:51:02 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,56-10 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,BEACH   56 STREET,BEND,BEACH   56 STREET,BEND,,ARVERNE,BEACH CHANNEL DRIVE,,In Progress,,,,14 QUEENS,4160020001,QUEENS,1043467,156099,MOBILE,Unspecified,QUEENS,,,,,,,,40.59493409538699,-73.78677255696932,"(40.59493409538699, -73.78677255696932)"
45722534,03/01/2020 12:51:41 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11356,15-12 127 STREET,127 STREET,14 AVENUE,18 AVENUE,14 AVENUE,18 AVENUE,,COLLEGE POINT,127 STREET,,In Progress,,,,07 QUEENS,4040920031,QUEENS,1028216,225263,MOBILE,Unspecified,QUEENS,,,,,,,,40.784861733797335,-73.84123655194853,"(40.784861733797335, -73.84123655194853)"
45725834,03/01/2020 12:51:55 AM,03/01/2020 01:46:51 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10451,3114 THIRD AVENUE,THIRD AVENUE,EAST  159 STREET,WASHINGTON AVENUE,EAST  159 STREET,WASHINGTON AVENUE,,BRONX,3 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:46:55 AM,01 BRONX,2023640052,BRONX,1008725,238811,MOBILE,Unspecified,BRONX,,,,,,,,40.82212272214562,-73.91157008366072,"(40.82212272214562, -73.91157008366072)"
45726184,03/01/2020 12:52:09 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,550 BOLTON AVENUE,BOLTON AVENUE,LACOMBE AVENUE,RANDALL AVENUE,LACOMBE AVENUE,RANDALL AVENUE,,BRONX,BOLTON AVENUE,,In Progress,,,,09 BRONX,2035270031,BRONX,1023550,236816,PHONE,Unspecified,BRONX,,,,,,,,40.81659349834261,-73.85801806322029,"(40.81659349834261, -73.85801806322029)"
45724854,03/01/2020 12:52:09 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11207,40 SCHAEFER STREET,SCHAEFER STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,,BROOKLYN,SCHAEFER STREET,,In Progress,,,,04 BROOKLYN,3034260026,BROOKLYN,1008654,188999,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68540172274825,-73.91200739809543,"(40.68540172274825, -73.91200739809543)"
45725558,03/01/2020 12:52:40 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,134 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  141 STREET,BRADHURST AVENUE,WEST  141 STREET,BRADHURST AVENUE,,NEW YORK,EDGECOMBE AVENUE,,In Progress,,,,10 MANHATTAN,1020430004,MANHATTAN,999494,238436,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82111420730099,-73.94492318386848,"(40.82111420730099, -73.94492318386848)"
45727104,03/01/2020 12:53:05 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10018,330 WEST   36 STREET,WEST   36 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,,NEW YORK,WEST   36 STREET,,In Progress,,,,04 MANHATTAN,1007590059,MANHATTAN,986033,213946,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75390869054449,-73.99356449217417,"(40.75390869054449, -73.99356449217417)"
45724773,03/01/2020 12:53:56 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10024,250 WEST   86 STREET,WEST   86 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,,NEW YORK,WEST   86 STREET,,In Progress,,,,07 MANHATTAN,1012330011,MANHATTAN,990635,226546,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78849027646615,-73.97694219806905,"(40.78849027646615, -73.97694219806905)"
45724787,03/01/2020 12:53:59 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10314,247 WESTWOOD AVENUE,WESTWOOD AVENUE,LA GUARDIA AVENUE,FRANKLIN PLACE,LA GUARDIA AVENUE,FRANKLIN PLACE,,STATEN ISLAND,WESTWOOD AVENUE,,In Progress,,,,02 STATEN ISLAND,5007060001,STATEN ISLAND,951325,160293,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.60658243248166,-74.11857631561993,"(40.60658243248166, -74.11857631561993)"
45723238,03/01/2020 12:54:00 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11228,259 BAY   11 STREET,BAY   11 STREET,CROPSEY AVENUE,INDEPENDENCE AVENUE,CROPSEY AVENUE,INDEPENDENCE AVENUE,,BROOKLYN,BAY   11 STREET,,In Progress,,,,11 BROOKLYN,3064600192,BROOKLYN,980481,159769,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60520452446899,-74.01357341762001,"(40.60520452446899, -74.01357341762001)"
45724810,03/01/2020 12:54:05 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,24 HUMBOLDT STREET,HUMBOLDT STREET,DEBEVOISE STREET,VARET STREET,DEBEVOISE STREET,VARET STREET,,BROOKLYN,HUMBOLDT STREET,,In Progress,,,,01 BROOKLYN,3031290001,BROOKLYN,1000720,195110,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.702193318455045,-73.94059977659579,"(40.702193318455045, -73.94059977659579)"
45727109,03/01/2020 12:54:14 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,1264 OVINGTON AVENUE,OVINGTON AVENUE,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,,BROOKLYN,OVINGTON AVENUE,,In Progress,,,,10 BROOKLYN,3057740029,BROOKLYN,983049,166850,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62464112562571,-74.00432645841137,"(40.62464112562571, -74.00432645841137)"
45722456,03/01/2020 12:54:39 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11374,75-41 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,ALDERTON STREET,BEND,ALDERTON STREET,BEND,,REGO PARK,YELLOWSTONE BOULEVARD,,In Progress,,,,06 QUEENS,4031780070,QUEENS,1023331,199594,PHONE,Unspecified,QUEENS,,,,,,,,40.714429848911365,-73.85902567497975,"(40.714429848911365, -73.85902567497975)"
45725893,03/01/2020 12:54:48 AM,03/01/2020 01:23:00 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,142 WEST  131 STREET,WEST  131 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,NEW YORK,WEST  131 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:23:05 AM,10 MANHATTAN,1019150052,MANHATTAN,999753,235150,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.812094609787174,-73.94399500353299,"(40.812094609787174, -73.94399500353299)"
45721798,03/01/2020 12:55:19 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,1938 64 STREET,64 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,,BROOKLYN,64 STREET,,In Progress,,,,11 BROOKLYN,3055480017,BROOKLYN,987994,164390,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61788822896425,-73.98651405359605,"(40.61788822896425, -73.98651405359605)"
45725573,03/01/2020 12:55:30 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10018,485 7 AVENUE,7 AVENUE,WEST   36 STREET,WEST   37 STREET,WEST   36 STREET,WEST   37 STREET,,NEW YORK,7 AVENUE,,In Progress,,,,05 MANHATTAN,1008127501,MANHATTAN,987147,213420,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75246465912612,-73.98954387994742,"(40.75246465912612, -73.98954387994742)"
45723322,03/01/2020 12:56:30 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10032,636 WEST  172 STREET,WEST  172 STREET,BROADWAY,FT WASHINGTON AVENUE,BROADWAY,FT WASHINGTON AVENUE,,NEW YORK,WEST  172 STREET,,In Progress,,,,12 MANHATTAN,1021420078,MANHATTAN,1000969,246835,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8441643715334,-73.93957305356312,"(40.8441643715334, -73.93957305356312)"
45723305,03/01/2020 12:56:51 AM,03/01/2020 01:57:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10468,2776 JEROME AVENUE,JEROME AVENUE,EAST  196 STREET,PARKVIEW TERRACE,EAST  196 STREET,PARKVIEW TERRACE,,BRONX,JEROME AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:57:46 AM,07 BRONX,2033180015,BRONX,1013200,256158,PHONE,Unspecified,BRONX,,,,,,,,40.869721570056875,-73.89532671061157,"(40.869721570056875, -73.89532671061157)"
